[train]	Epoch: [0][1/50]	Time 3.723132 (2.561)	Data 2.017	Loss 0.5519	
[train]	Epoch: [0][3/50]	Time 3.727455 (3.144)	Data 2.722	Loss 0.5262	
[train]	Epoch: [0][5/50]	Time 3.748115 (3.345)	Data 2.966	Loss 0.5008	
[train]	Epoch: [0][7/50]	Time 3.752393 (3.447)	Data 3.087	Loss 0.4795	
[train]	Epoch: [0][9/50]	Time 3.749144 (3.508)	Data 3.160	Loss 0.4655	
[train]	Epoch: [0][11/50]	Time 3.753645 (3.549)	Data 3.209	Loss 0.4543	
[train]	Epoch: [0][13/50]	Time 3.764051 (3.579)	Data 3.244	Loss 0.4418	
[train]	Epoch: [0][15/50]	Time 3.765796 (3.602)	Data 3.272	Loss 0.4250	
[train]	Epoch: [0][17/50]	Time 3.769436 (3.620)	Data 3.294	Loss 0.4135	
[train]	Epoch: [0][19/50]	Time 3.765824 (3.635)	Data 3.311	Loss 0.4021	
[train]	Epoch: [0][21/50]	Time 3.770952 (3.647)	Data 3.325	Loss 0.3914	
[train]	Epoch: [0][23/50]	Time 3.768383 (3.657)	Data 3.337	Loss 0.3829	
[train]	Epoch: [0][25/50]	Time 3.765403 (3.665)	Data 3.347	Loss 0.3725	
[train]	Epoch: [0][27/50]	Time 3.766740 (3.673)	Data 3.355	Loss 0.3636	
[train]	Epoch: [0][29/50]	Time 3.765673 (3.679)	Data 3.363	Loss 0.3551	
[train]	Epoch: [0][31/50]	Time 3.767213 (3.684)	Data 3.369	Loss 0.3479	
[train]	Epoch: [0][33/50]	Time 3.768634 (3.689)	Data 3.375	Loss 0.3408	
[train]	Epoch: [0][35/50]	Time 3.766639 (3.693)	Data 3.380	Loss 0.3334	
[train]	Epoch: [0][37/50]	Time 3.765615 (3.697)	Data 3.385	Loss 0.3285	
[train]	Epoch: [0][39/50]	Time 3.767428 (3.701)	Data 3.389	Loss 0.3241	
[train]	Epoch: [0][41/50]	Time 3.766274 (3.704)	Data 3.393	Loss 0.3183	
[train]	Epoch: [0][43/50]	Time 3.765478 (3.707)	Data 3.396	Loss 0.3135	
[train]	Epoch: [0][45/50]	Time 3.763842 (3.709)	Data 3.399	Loss 0.3076	
[train]	Epoch: [0][47/50]	Time 3.768851 (3.712)	Data 3.402	Loss 0.3030	
[train]	Epoch: [0][49/50]	Time 3.769018 (3.714)	Data 3.405	Loss 0.2978	
[val]	Epoch: [0][1/11]	Time 0.167495 (0.290)	Data 0.119	Loss 0.1721	
[val]	Epoch: [0][3/11]	Time 0.172524 (0.232)	Data 0.063	Loss 0.1621	
[val]	Epoch: [0][5/11]	Time 0.159613 (0.212)	Data 0.045	Loss 0.1752	
[val]	Epoch: [0][7/11]	Time 0.164117 (0.202)	Data 0.035	Loss 0.1699	
[val]	Epoch: [0][9/11]	Time 0.152276 (0.193)	Data 0.030	Loss 0.1774	
current best val loss is:	0.176764732057398
====> save model:	../data/seg/model/cardiac_seg_train_0.298_val_0.177
[train]	Epoch: [1][1/50]	Time 3.770060 (2.297)	Data 1.995	Loss 0.1471	
[train]	Epoch: [1][3/50]	Time 3.768049 (3.032)	Data 2.731	Loss 0.1318	
[train]	Epoch: [1][5/50]	Time 3.766431 (3.281)	Data 2.976	Loss 0.1301	
[train]	Epoch: [1][7/50]	Time 3.766241 (3.402)	Data 3.099	Loss 0.1273	
[train]	Epoch: [1][9/50]	Time 3.767069 (3.475)	Data 3.173	Loss 0.1228	
[train]	Epoch: [1][11/50]	Time 3.766129 (3.524)	Data 3.222	Loss 0.1207	
[train]	Epoch: [1][13/50]	Time 3.768607 (3.559)	Data 3.257	Loss 0.1203	
[train]	Epoch: [1][15/50]	Time 3.771408 (3.585)	Data 3.284	Loss 0.1153	
[train]	Epoch: [1][17/50]	Time 3.771412 (3.606)	Data 3.304	Loss 0.1138	
[train]	Epoch: [1][19/50]	Time 3.777592 (3.622)	Data 3.321	Loss 0.1120	
[train]	Epoch: [1][21/50]	Time 3.768749 (3.636)	Data 3.334	Loss 0.1086	
[train]	Epoch: [1][23/50]	Time 3.770140 (3.647)	Data 3.345	Loss 0.1068	
[train]	Epoch: [1][25/50]	Time 3.767625 (3.656)	Data 3.354	Loss 0.1041	
[train]	Epoch: [1][27/50]	Time 3.766189 (3.664)	Data 3.362	Loss 0.1019	
[train]	Epoch: [1][29/50]	Time 3.770097 (3.671)	Data 3.369	Loss 0.1001	
[train]	Epoch: [1][31/50]	Time 3.767334 (3.677)	Data 3.375	Loss 0.0987	
[train]	Epoch: [1][33/50]	Time 3.762280 (3.682)	Data 3.380	Loss 0.0977	
[train]	Epoch: [1][35/50]	Time 3.769028 (3.687)	Data 3.385	Loss 0.0958	
[train]	Epoch: [1][37/50]	Time 3.767731 (3.692)	Data 3.390	Loss 0.0952	
[train]	Epoch: [1][39/50]	Time 3.766999 (3.695)	Data 3.394	Loss 0.0941	
[train]	Epoch: [1][41/50]	Time 3.768035 (3.699)	Data 3.397	Loss 0.0924	
[train]	Epoch: [1][43/50]	Time 3.768825 (3.702)	Data 3.400	Loss 0.0918	
[train]	Epoch: [1][45/50]	Time 3.769552 (3.705)	Data 3.403	Loss 0.0903	
[train]	Epoch: [1][47/50]	Time 3.767306 (3.708)	Data 3.406	Loss 0.0896	
[train]	Epoch: [1][49/50]	Time 3.764916 (3.710)	Data 3.408	Loss 0.0885	
[val]	Epoch: [1][1/11]	Time 0.165437 (0.294)	Data 0.133	Loss 0.0665	
[val]	Epoch: [1][3/11]	Time 0.164016 (0.233)	Data 0.071	Loss 0.0620	
[val]	Epoch: [1][5/11]	Time 0.154308 (0.208)	Data 0.049	Loss 0.0659	
[val]	Epoch: [1][7/11]	Time 0.154738 (0.196)	Data 0.039	Loss 0.0620	
[val]	Epoch: [1][9/11]	Time 0.154762 (0.189)	Data 0.032	Loss 0.0661	
current best val loss is:	0.06660977818749168
====> save model:	../data/seg/model/cardiac_seg_train_0.088_val_0.067
[train]	Epoch: [2][1/50]	Time 3.768464 (2.214)	Data 1.912	Loss 0.0557	
[train]	Epoch: [2][3/50]	Time 3.767248 (2.991)	Data 2.690	Loss 0.0515	
[train]	Epoch: [2][5/50]	Time 3.772328 (3.251)	Data 2.948	Loss 0.0522	
[train]	Epoch: [2][7/50]	Time 3.764544 (3.380)	Data 3.078	Loss 0.0535	
[train]	Epoch: [2][9/50]	Time 3.770328 (3.459)	Data 3.156	Loss 0.0539	
[train]	Epoch: [2][11/50]	Time 3.773592 (3.511)	Data 3.208	Loss 0.0553	
[train]	Epoch: [2][13/50]	Time 3.770986 (3.548)	Data 3.245	Loss 0.0569	
[train]	Epoch: [2][15/50]	Time 3.767133 (3.575)	Data 3.272	Loss 0.0566	
[train]	Epoch: [2][17/50]	Time 3.763617 (3.596)	Data 3.294	Loss 0.0568	
[train]	Epoch: [2][19/50]	Time 3.767643 (3.614)	Data 3.311	Loss 0.0567	
[train]	Epoch: [2][21/50]	Time 3.764932 (3.627)	Data 3.325	Loss 0.0555	
[train]	Epoch: [2][23/50]	Time 3.771787 (3.639)	Data 3.337	Loss 0.0550	
[train]	Epoch: [2][25/50]	Time 3.768693 (3.649)	Data 3.347	Loss 0.0542	
[train]	Epoch: [2][27/50]	Time 3.766554 (3.658)	Data 3.356	Loss 0.0537	
[train]	Epoch: [2][29/50]	Time 3.813378 (3.666)	Data 3.363	Loss 0.0536	
[train]	Epoch: [2][31/50]	Time 3.768705 (3.673)	Data 3.369	Loss 0.0534	
[train]	Epoch: [2][33/50]	Time 3.769965 (3.678)	Data 3.375	Loss 0.0533	
[train]	Epoch: [2][35/50]	Time 3.770977 (3.684)	Data 3.380	Loss 0.0528	
[train]	Epoch: [2][37/50]	Time 3.769923 (3.688)	Data 3.385	Loss 0.0531	
[train]	Epoch: [2][39/50]	Time 3.774040 (3.692)	Data 3.389	Loss 0.0531	
[train]	Epoch: [2][41/50]	Time 3.769892 (3.696)	Data 3.393	Loss 0.0525	
[train]	Epoch: [2][43/50]	Time 3.768117 (3.699)	Data 3.396	Loss 0.0531	
[train]	Epoch: [2][45/50]	Time 3.768816 (3.702)	Data 3.399	Loss 0.0525	
[train]	Epoch: [2][47/50]	Time 3.785306 (3.705)	Data 3.402	Loss 0.0526	
[train]	Epoch: [2][49/50]	Time 3.772334 (3.708)	Data 3.405	Loss 0.0525	
[val]	Epoch: [2][1/11]	Time 0.164083 (0.296)	Data 0.129	Loss 0.0479	
[val]	Epoch: [2][3/11]	Time 0.154897 (0.228)	Data 0.068	Loss 0.0449	
[val]	Epoch: [2][5/11]	Time 0.156552 (0.205)	Data 0.047	Loss 0.0472	
[val]	Epoch: [2][7/11]	Time 0.154578 (0.195)	Data 0.037	Loss 0.0454	
[val]	Epoch: [2][9/11]	Time 0.168105 (0.191)	Data 0.031	Loss 0.0476	
current best val loss is:	0.04778751459988681
====> save model:	../data/seg/model/cardiac_seg_train_0.052_val_0.048
[train]	Epoch: [3][1/50]	Time 3.768251 (2.221)	Data 1.916	Loss 0.0413	
[train]	Epoch: [3][3/50]	Time 3.766017 (2.994)	Data 2.691	Loss 0.0379	
[train]	Epoch: [3][5/50]	Time 3.770316 (3.252)	Data 2.950	Loss 0.0396	
[train]	Epoch: [3][7/50]	Time 3.768588 (3.381)	Data 3.079	Loss 0.0403	
[train]	Epoch: [3][9/50]	Time 3.768144 (3.458)	Data 3.156	Loss 0.0413	
[train]	Epoch: [3][11/50]	Time 3.767297 (3.510)	Data 3.208	Loss 0.0416	
[train]	Epoch: [3][13/50]	Time 3.772476 (3.547)	Data 3.245	Loss 0.0433	
[train]	Epoch: [3][15/50]	Time 3.767596 (3.575)	Data 3.272	Loss 0.0428	
[train]	Epoch: [3][17/50]	Time 3.768817 (3.596)	Data 3.294	Loss 0.0433	
[train]	Epoch: [3][19/50]	Time 3.771619 (3.614)	Data 3.311	Loss 0.0431	
[train]	Epoch: [3][21/50]	Time 3.767684 (3.628)	Data 3.326	Loss 0.0424	
[train]	Epoch: [3][23/50]	Time 3.765386 (3.639)	Data 3.337	Loss 0.0421	
[train]	Epoch: [3][25/50]	Time 3.766057 (3.649)	Data 3.347	Loss 0.0415	
[train]	Epoch: [3][27/50]	Time 3.766516 (3.657)	Data 3.356	Loss 0.0412	
[train]	Epoch: [3][29/50]	Time 3.769439 (3.665)	Data 3.363	Loss 0.0413	
